building_name_en,mean,count,std,ci95_hi,ci95_lo
NOOR 1,13058.05,29,717.36,13319.14,12796.96
Creek Beach - Savanna Building 2,22100.59,29,883.44,22422.13,21779.05
MIAMI BY SD,12890.75,29,1364.97,13387.54,12393.95
Vincitore Boulevard 3,11792.49,29,2086.23,12551.8,11033.18
I SUITES SMART RESIDENCE (O6),6853.67,29,616.52,7078.06,6629.28
Souk Al Warsan Townhouses-H,4982.85,29,40.19,4997.47,4968.22
S4-04A5,11387.42,29,1464.7,11920.52,10854.33
LOCI Residences,11239.08,29,379.57,11377.23,11100.93
B35,8006.28,29,1747.48,8642.3,7370.26
Vincitore Boulevard 5,11871.78,28,960.28,12227.48,11516.09
S4-08D7,11299.67,28,1278.38,11773.19,10826.15
Al Qurashi,27535.01,28,1457.46,28074.86,26995.16
THE POLO RESIDENCE - D1,12905.32,28,1196.6,13348.55,12462.09
VINCITORE BENESSERE 1,14053.9,28,1730.98,14695.06,13412.74
THE V,6629.44,28,1929.8,7344.25,5914.63
Balqis Residence - Garden Villas,13729.27,28,6796.12,16246.59,11211.95
NORTH WEST APARTMENTS 1,8004.24,28,2133.93,8794.66,7213.82
SOUTH WEST APARTMENTS 6,9504.61,28,1500.31,10060.33,8948.89
BRIGHT CORNER,9914.92,28,2166.98,10717.58,9112.26
SOUTH WEST APARTMENTS 7,8355.19,28,1584.31,8942.03,7768.36
THE PLAZA B,11109.08,28,776.36,11396.65,10821.51
P12,5081.44,28,1068.91,5477.37,4685.51
MARINA DIAMOND 5 (B),12905.44,27,3861.93,14362.17,11448.71
Souk Al Warsan Townhouses-D,4526.87,27,37.33,4540.95,4512.79
Royal Manor,7804.89,27,1589.02,8404.28,7205.51
Sienna Square Commercial,21169.78,27,279.16,21275.08,21064.48
The S Tower,33644.89,27,56.37,33666.16,33623.63
Jumeirah Living Business Bay,43491.8,27,3084.61,44655.32,42328.28
TOWER A3,17831.7,27,6163.78,20156.69,15506.7
Image Residences Block-A,16449.51,27,799.55,16751.1,16147.92
E24,8319.4,27,2310.16,9190.79,7448.0
MANARA 2,10373.92,27,3381.84,11649.55,9098.28
SOUTH WEST APARTMENTS 1,8770.45,27,3151.86,9959.34,7581.57
MANARA 8,12745.35,26,1908.69,13479.03,12011.67
VILLA CARIA A,9270.2,26,3091.55,10458.55,8081.84
S4-03A5,10950.63,26,1475.09,11517.63,10383.62
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 21",17320.12,26,487.64,17507.56,17132.68
EASTON COURT ,8036.25,26,0.23,8036.34,8036.16
Residences_East Poduim ,17359.14,26,7988.08,20429.66,14288.62
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 29",19109.67,26,1038.07,19508.69,18710.65
Reliance 10,15771.23,26,886.9,16112.15,15430.32
Al Andalus Building H,11411.85,26,247.4,11506.95,11316.76
Citywalk Residential Building 3B,14234.33,26,465.05,14413.08,14055.57
MONTI TOWER,15636.29,26,3033.11,16802.18,14470.4
Ellington Beach House,50803.67,26,4930.79,52699.0,48908.33
Citywalk Residential Building 21B,18086.53,26,773.78,18383.96,17789.1
SOUTH WEST APARTMENTS 3,9377.34,26,1730.65,10042.58,8712.11
GARDEN APARTMENTS WEST E,6864.83,25,2721.53,7931.68,5797.99
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 26",17956.88,25,328.04,18085.47,17828.28
S4-07D5,10797.17,25,1143.09,11245.26,10349.08
SOUTH WEST APARTMENTS 2,8838.87,25,1975.26,9613.17,8064.57
S3-21C5,9062.57,25,2065.81,9872.37,8252.77
SOUTH WEST APARTMENTS 5,8111.52,25,1954.23,8877.58,7345.46
ZAAFARAN 5,28969.49,25,1393.1,29515.58,28423.39
PALACE TOWERS T3,6109.84,25,1148.2,6559.93,5659.74
Seagate Building 2,20388.27,25,2711.23,21451.07,19325.47
Citywalk Residential Building 4B,15228.62,25,436.9,15399.88,15057.35
Golf Promenade 4 - A,9502.59,25,5.0,9504.55,9500.63
S4-21D6,11013.44,25,1722.0,11688.46,10338.41
THE POLO RESIDENCE - B1,11005.54,25,2718.23,12071.08,9940.0
LAYA HEIGHTS,12094.9,25,1343.22,12621.44,11568.35
Al Waleed Residence,8664.89,25,17.88,8671.9,8657.88
Blvd Heights Podium,20687.81,25,3549.23,22079.11,19296.51
GARDEN APARTMENTS WEST D,6541.71,25,2811.76,7643.92,5439.49
DUNES 16,6962.11,25,1628.33,7600.42,6323.81
Rukan Residences,11081.42,25,306.38,11201.52,10961.32
PLAZA BOUTIQUE - 4,8001.8,24,2294.55,8919.81,7083.78
Muraba Residences Palm Jumeirah,37716.03,24,8706.38,41199.31,34232.75
CONTROL TOWER - RETAIL,11567.84,24,2324.38,12497.79,10637.89
Citywalk Residential Building 4A,15041.18,24,693.3,15318.56,14763.8
SOUTH RIDGE - PODIUM VILLAS EAST,12174.68,24,6007.28,14578.09,9771.27
I SUITES SMART RESIDENCE (O7),8128.2,24,1068.34,8555.63,7700.77
Kappa Acca 3,13521.67,24,1811.05,14246.25,12797.1
SOUTH RIDGE - PODIUM VILLAS WEST,13246.45,24,5317.52,15373.91,11119.0
BUILDING J,6292.73,24,1338.94,6828.41,5757.04
Citywalk Residential Building 13A,14687.69,24,723.58,14977.18,14398.2
WELCOME RESIDENCY,10027.15,24,759.63,10331.07,9723.24
Vincitore Boulevard 4,12482.69,24,682.06,12755.57,12209.81
Golf Promenade 4 - B,9502.92,24,3.77,9504.43,9501.41
Al Badia Hillside 4,11988.41,24,2697.72,13067.72,10909.09
Executive Bay-P,15400.3,24,3602.87,16841.75,13958.85
Al Badia Hillside 1,11570.85,24,2943.39,12748.45,10393.25
MARINA PROMENAD-X PODIUM,12167.97,24,3978.99,13759.89,10576.04
THE POLO RESIDENCE - A3,12667.95,24,152.85,12729.11,12606.8
Private Residences Dubai,62834.4,24,21483.23,71429.48,54239.32
THE POLO RESIDENCE - C5,12540.15,24,658.56,12803.63,12276.68
S4-26A5,11107.31,23,1567.74,11748.02,10466.59
FAIRMONT THE PALM,30303.66,23,3744.85,31834.14,28773.19
B6,7554.71,23,1291.32,8082.45,7026.96
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 3",16145.85,23,0.0,16145.85,16145.85
GROSVENOR BUSINESS BAY TOWER,16780.54,23,4070.62,18444.16,15116.93
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 18",17065.97,23,487.68,17265.27,16866.66
Vincitore Boulevard 6,11749.43,23,1469.66,12350.06,11148.8
AL BADIA RESIDENCES BUILDINGS 3,11302.71,23,3081.23,12561.97,10043.45
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 27",18037.35,23,293.86,18157.45,17917.25
VINCITORE VOLARE,14706.06,23,535.89,14925.07,14487.04
EVERSHINE GARDENS,7283.47,23,1552.67,7918.03,6648.91
NORTH WEST APARTMENTS 6,8672.38,23,1637.48,9341.6,8003.17
HAMILTON HOUSE,12915.79,23,731.23,13214.63,12616.94
SUNRISE BAY Podium,27003.19,23,4411.3,28806.03,25200.34
DIAMOND ARCH 2,37605.59,23,144331.96,96592.37,-21381.19
Capital Bay Podium,13545.03,22,4870.39,15580.24,11509.83
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 24",18275.21,22,323.27,18410.3,18140.13
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 23",18951.01,22,1091.08,19406.94,18495.08
THE RESIDENCES II - LAKE VILLAS,15004.16,22,4641.86,16943.87,13064.45
GARDEN APARTMENTS WEST I,7055.61,22,3141.02,8368.16,5743.06
S4-01D5,10573.16,22,1307.22,11119.41,10026.9
C12,7599.71,22,2549.55,8665.1,6534.32
S4-02D5,11510.03,22,1046.11,11947.18,11072.89
Creek Beach - Savanna Building 3,22174.46,22,1353.14,22739.9,21609.01
P28,6414.39,22,2605.21,7503.03,5325.74
EAST GATE 4,13374.13,22,1634.92,14057.32,12690.95
AB MANARA 25_01,12791.05,22,839.18,13141.73,12440.38
MANARA 5,10298.78,22,3635.31,11817.88,8779.68
Peninsula Five - 1,21767.17,22,3083.91,23055.86,20478.49
May Residence Tower 5,7682.13,21,1838.97,8468.67,6895.59
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 30",19372.94,21,1147.23,19863.62,18882.26
P29,6793.14,21,2477.97,7852.98,5733.29
La Vista 6,9395.61,21,3406.82,10852.73,7938.49
THE RESIDENCES II - BOULEVARD VILLAS,11463.32,21,3243.9,12850.76,10075.88
Residence 22,19501.73,21,935.58,19901.89,19101.58
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 31",19910.32,21,1320.55,20475.13,19345.51
Peninsula Five - 2,20140.8,21,3853.98,21789.17,18492.42
SOUTH WEST APARTMENTS 8,10378.78,21,2567.91,11477.09,9280.47
May Residence Tower 3,8924.9,21,458.62,9121.06,8728.75
SOUTH WEST APARTMENTS 4,9051.72,21,2464.76,10105.91,7997.52
NORTH WEST APARTMENTS 8,6933.5,21,2879.0,8164.87,5702.13
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 22",18964.22,21,842.55,19324.58,18603.85
SILICON AVENUE,10763.71,21,3471.25,12248.39,9279.03
U-BORA TOWER 3,10897.84,21,2948.19,12158.8,9636.88
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 17",20058.11,21,921.69,20452.32,19663.89
EMMAR BUSINESS PARK BLDG-4,14631.3,21,6876.04,17572.23,11690.36
GARDEN APARTMENTS WEST C,7383.03,21,4898.17,9478.01,5288.04
B5,8175.58,21,596.17,8430.57,7920.6
Al Dar Tower,29447.37,20,3874.12,31145.28,27749.47
DEYAAR PARK B2,12090.92,20,2150.99,13033.63,11148.2
MONTE CARLO RESIDENCE,10156.49,20,63.87,10184.48,10128.5
Al Waleed Garden,10801.96,20,2207.96,11769.64,9834.28
Creekside 18 Podium,18049.06,20,2635.01,19203.9,16894.21
GREEN COMMUNITY RETAIL,15353.14,20,3412.63,16848.79,13857.48
SESLIA TOWER,12158.4,20,944.12,12572.18,11744.62
Dragon Towers - Tower A,8716.66,20,353.98,8871.8,8561.52
TOPAZ RESIDENCES 2,8672.45,20,489.01,8886.77,8458.13
BLVD CRESCENT Podium,19847.04,20,3230.63,21262.92,18431.15
AG Residence,6327.12,20,2466.94,7408.31,5245.94
Souk Al Warsan Townhouses-B,4536.32,20,41.47,4554.49,4518.14
AL RAMTH 22,16774.99,20,5921.1,19370.02,14179.96
AL RAMTH 18,17972.99,20,6265.65,20719.03,15226.95
E3,12524.82,20,3716.11,14153.47,10896.16
Mayas Geneva,11324.77,20,1334.66,11909.71,10739.83
NORTH WEST APARTMENTS 4,7718.38,20,1853.81,8530.85,6905.91
RAMADA RESIDENCE,12078.04,19,1619.32,12806.18,11349.91
AVA DESIGNER RESEDENSS - H30,8174.89,19,1225.88,8726.11,7623.67
THE RESIDENCE | Burj Khalifa,35263.91,19,4942.93,37486.52,33041.3
Golfville Block B,16660.63,19,3210.11,18104.08,15217.19
AL RAMTH 20,14233.08,19,2582.35,15394.25,13071.92
PALME COUTURE RESIDENCES,38611.29,19,15171.32,45433.15,31789.43
R081,8438.91,19,4620.7,10516.63,6361.19
Emaar Square Bldg 2,22559.32,19,13438.31,28601.92,16516.71
GARDEN APARTMENTS EAST A,6375.27,19,3340.34,7877.28,4873.27
B36,6981.47,18,1544.99,7695.22,6267.73
Wadi Walk Z3.5,10792.07,18,2051.46,11739.8,9844.35
Marsa Plaza - Core 1,15835.51,18,3194.48,17311.29,14359.74
TOWER 88,11209.53,18,3994.61,13054.95,9364.11
GARDEN APARTMENTS EAST F,7466.31,18,4578.33,9581.4,5351.23
F1,14421.22,18,3792.63,16173.33,12669.11
Creek Beach - Cedar Building 2,23238.1,18,883.57,23646.29,22829.91
I SUITES SMART RESIDENCE (O3),10379.43,18,4660.42,12532.43,8226.42
GARDEN APARTMENTS EAST C,6529.32,18,2526.37,7696.44,5362.2
Al Badia Hillside 2,11700.46,17,2268.3,12778.74,10622.18
MED 99,13614.45,17,4906.99,15947.08,11281.82
Rufi Luxury Heights ,30830.42,17,825.82,31222.99,30437.85
G2,17040.23,17,8891.74,21267.1,12813.36
S4-05B5,11586.23,17,1173.3,12143.98,11028.48
Seagate Building 4,21066.21,17,2298.35,22158.78,19973.64
VILLA CARIA D,11588.46,17,64.93,11619.33,11557.6
Harbour Gate Podium,15883.33,17,2652.89,17144.44,14622.23
Burj Al Fara'a,20270.51,17,894.67,20695.8,19845.21
CROWN AVENUE,10414.49,17,2163.95,11443.16,9385.81
Creek Beach - Savanna Building 1,22726.95,17,1238.82,23315.85,22138.06
WEST GATE 3,14638.89,17,137.32,14704.17,14573.61
GARDEN APARTMENTS EAST I,6164.79,17,2625.56,7412.91,4916.68
THE PEARL,14838.2,17,4020.03,16749.2,12927.2
N 06,5610.34,17,557.95,5875.57,5345.11
Balqis Residence - Beach Villas,15358.77,17,7158.34,18761.63,11955.91
Dubai Marina Quays Villas1,14121.93,16,3596.87,15884.4,12359.47
M S GREENS,14015.76,16,3808.52,15881.94,12149.59
VERDE(OFFICES),49920.12,16,3915.39,51838.66,48001.58
ORLA by Omniyat,73969.55,16,7251.67,77522.87,70416.23
PLAZA BOUTIQUE - 13,10854.44,16,1141.44,11413.75,10295.14
BURJ PARK V,55466.48,16,72420.74,90952.65,19980.32
BD The Mansion,68671.46,16,7731.91,72460.09,64882.83
GARDEN APARTMENTS WEST A,5220.85,16,1878.78,6141.45,4300.25
CREEK HORIZON PODIUM,14026.48,16,1686.75,14852.98,13199.97
SUNCITY HOMES,8741.85,16,589.47,9030.69,8453.01
GARDEN APARTMENTS EAST E,6010.31,16,2466.5,7218.89,4801.72
GARDEN APARTMENTS WEST G,6917.79,16,3018.69,8396.94,5438.63
The Pulse Townhouses Cluster 33,3588.5,16,1172.15,4162.85,3014.15
One Canal,44623.43,15,3141.99,46213.5,43033.36
BULGARI Lighthouse Dubai,123716.05,15,11503.47,129537.61,117894.49
G1,10766.3,15,1611.6,11581.88,9950.72
PLAZA BOUTIQUE - 11,11145.0,15,2024.56,12169.57,10120.43
S4-11B5,11274.18,15,1278.41,11921.14,10627.21
URBANA STACKED HOUSE BLOCK-36,4241.21,15,1938.0,5221.97,3260.44
Sobha Hartland - The Crest Tower Podium,24917.75,15,1914.33,25886.54,23948.97
EMAAR BUSINESS PARK BLDG-2,11115.47,15,2888.21,12577.11,9653.84
I SUITES SMART RESIDENCE (O4),9865.11,15,5183.14,12488.14,7242.07
The Pulse Townhouses Cluster 39,4188.46,15,1027.48,4708.43,3668.48
THE DUBAI CREEK RESIDENCES - NORTH PODIUM,12925.65,15,4053.25,14976.87,10874.42
WAREHOUSE  G,2957.22,14,822.66,3388.16,2526.29
PLAZA BOUTIQUE - 1,9776.9,14,3891.53,11815.41,7738.39
VENETIAN ARABIA,18437.37,14,333.0,18611.8,18262.93
RUFI GRAND APARTMENTS,10265.8,14,96.09,10316.13,10215.46
GARDEN APARTMENTS EAST B,5505.05,14,2379.13,6751.32,4258.78
BUILDING M,6566.01,14,0.23,6566.13,6565.89
Marina Living,21868.58,14,1533.5,22671.88,21065.28
SHERENA RESIDENCE 2,7574.89,14,1025.74,8112.21,7037.57
Dragon Towers - Tower B,9255.96,14,237.02,9380.12,9131.8
ROSE,20888.88,14,3179.93,22554.63,19223.13
Wadi Walk Z1.8,10402.7,14,2396.19,11657.9,9147.5
WAREHOUSE  H,3509.48,14,277.33,3654.75,3364.2
Wadi Walk Z1.13,12159.63,14,2708.34,13578.35,10740.91
Jumeirah Living Marsa Al Arab,67993.8,14,18624.86,77750.1,58237.5
Azizi Riviera 42,17161.86,14,870.75,17617.98,16705.73
Fawad Azizi Residence,23232.65,14,13261.65,30179.52,16285.77
Wadi Walk Z1.7,9493.18,13,1877.92,10514.03,8472.34
D2,13663.94,13,3055.85,15325.12,12002.76
ZaZEN GARDENS,10731.84,13,612.33,11064.71,10398.97
S.A.S 1,7307.49,13,362.22,7504.39,7110.59
DAMAC TOWERS BY PARAMOUNT (PODIUM),11408.38,13,5982.99,14660.77,8155.99
THE ATRIUM 1,34436.52,13,1416.13,35206.34,33666.7
Avenue Residence 4,12909.6,13,679.27,13278.86,12540.34
Fella,14577.59,13,1952.16,15638.8,13516.38
Light Industrial Units-7,3478.23,13,1123.26,4088.84,2867.62
URBANA STACKED HOUSE BLOCK-03,6081.41,13,1405.43,6845.41,5317.41
TRANQUIL WELLNESS TOWER,16228.99,13,390.99,16441.53,16016.45
DUPLEX AND PENTHOUSE,19209.44,13,2626.35,20637.14,17781.74
DIAMOND ARCH 1,7217.84,13,756.33,7628.99,6806.7
PARK ISLAND VILLAS 1,19746.0,13,27832.43,34875.88,4616.12
The Pulse Townhouses Cluster 20,5949.91,13,622.67,6288.4,5611.42
BEACH VISTA Podium,28449.01,13,3731.78,30477.63,26420.39
Serenia Living - Tower 3,41344.64,13,4869.86,43991.93,38697.35
Vida Zaabeel T1,20697.54,13,1415.2,21466.85,19928.23
PARK ISLAND VILLAS 2,9739.97,13,2636.2,11173.03,8306.92
URBANA II STACKED HOUSE BLOCK-08,5714.95,12,1592.24,6615.84,4814.05
GARDEN APARTMENTS EAST D,6655.03,12,3635.19,8711.84,4598.23
UPTOWN MIRDIF RETAIL,18973.18,12,7528.88,23233.05,14713.32
E1,12967.93,12,3611.07,15011.08,10924.77
Bali Residences,5005.26,12,0.0,5005.26,5005.26
URBANA III STACKED HOUSE BLOCK-15,7306.71,12,1329.65,8059.03,6554.39
URBANA STACKED HOUSE BLOCK-18,5351.09,12,1355.58,6118.08,4584.09
The Pulse Townhouses Cluster 2,5166.86,12,916.6,5685.48,4648.24
URBANA II STACKED HOUSE BLOCK-24,5885.52,12,2522.61,7312.82,4458.22
GARDEN APARTMENTS EAST H,5855.78,12,2834.8,7459.72,4251.84
GARDEN APARTMENTS EAST G,5610.67,12,2091.59,6794.1,4427.25
URBANA II STACKED HOUSE BLOCK-14,6062.03,12,1581.64,6956.93,5167.13
RUFI ROYALE RESIDENCY B,24408.16,12,1953.37,25513.38,23302.93
The Pulse Townhouses Cluster 28,4965.2,12,983.61,5521.73,4408.67
GARDEN APARTMENTS WEST B,7457.65,12,3095.61,9209.16,5706.15
BRIDGE SKY,28446.85,12,8823.28,33439.09,23454.61
Creek Rise Podium,17203.44,12,2349.87,18533.0,15873.87
URBANA STACKED HOUSE BLOCK-24,5526.65,12,2021.63,6670.5,4382.81
URBANA STACKED HOUSE BLOCK-45,5448.0,12,1781.48,6455.96,4440.03
F2,12103.58,12,2697.83,13630.02,10577.14
SANALI BUSINESS HIGHT,6359.89,12,894.9,6866.22,5853.55
LAKESIDE P,7770.91,12,2307.65,9076.59,6465.23
GARDEN APARTMENTS WEST J,6616.53,12,2354.56,7948.74,5284.31
PLAZA BOUTIQUE - 12,10367.8,11,3321.13,12330.46,8405.14
URBANA III STACKED HOUSE BLOCK-09,7397.77,11,2203.14,8699.75,6095.8
The Cove II Townhouses,26545.29,11,160.7,26640.26,26450.33
URBANA STACKED HOUSE BLOCK-37,6122.1,11,1052.59,6744.14,5500.06
The Pulse Townhouses Cluster 8,4531.07,11,1351.05,5329.49,3732.65
EQUITI RESIDENCE,9829.55,11,1264.64,10576.9,9082.2
C47,9074.5,11,5652.64,12415.0,5734.01
URBANA II STACKED HOUSE BLOCK-36,5628.55,11,2485.79,7097.56,4159.55
GORDION,1213.92,11,2727.92,2826.01,-398.18
The Pulse Townhouses Cluster 22,4801.63,11,1741.43,5830.75,3772.51
WAREHOUSE E,3482.38,11,60.51,3518.14,3446.62
URBANA II STACKED HOUSE BLOCK-06,5059.23,11,2894.54,6769.8,3348.66
RUFI PRIME VIEW,7655.13,11,539.12,7973.73,7336.53
B40,8461.87,11,1653.92,9439.27,7484.47
E2,15125.15,11,3485.63,17185.02,13065.27
GATEWAY EAST 2,13269.28,11,308.66,13451.68,13086.87
The Pulse Residence Park - Podium,6389.44,11,490.88,6679.53,6099.35
AZIZI RIVIERA 47,20975.54,11,1553.16,21893.4,20057.68
Wadi Walk Z1.19,12294.88,11,1383.82,13112.67,11477.09
URBANA STACKED HOUSE BLOCK-15,6841.75,11,939.58,7397.01,6286.49
Serenia Living - Tower 4,58153.56,11,6645.92,62081.04,54226.07
URBANA STACKED HOUSE BLOCK-26,5780.56,11,1279.15,6536.49,5024.63
Wadi Walk Z1.31,9916.95,11,1322.07,10698.24,9135.66
Majestique Residence 1,12085.12,10,844.41,12608.49,11561.75
Azizi Rviera Beachfront - Tower C,22489.79,10,1297.09,23293.74,21685.84
RUFI ROYALE RESIDENCY A,22378.94,10,4521.38,25181.32,19576.57
The Pulse Townhouses Cluster 15,4407.65,10,1353.7,5246.68,3568.62
AB MANARA 25_04,12713.68,10,1719.93,13779.71,11647.65
AB MANARA 25_03,12587.23,10,1390.16,13448.86,11725.61
URBANA STACKED HOUSE BLOCK-21,5724.11,10,1063.56,6383.31,5064.9
Wadi Walk Z1.30,10020.37,10,2432.3,11527.93,8512.81
Azizi Rviera Beachfront - Tower B,22422.74,10,841.43,22944.26,21901.21
Golf Views Podium,10002.51,10,2923.4,11814.45,8190.57
Wadi Walk Z1.32,10408.14,10,1670.93,11443.79,9372.48
URBANA II STACKED HOUSE BLOCK-10,6445.12,10,1306.53,7254.91,5635.33
URBANA STACKED HOUSE BLOCK-32,6590.06,10,990.9,7204.23,5975.9
URBANA STACKED HOUSE BLOCK-17,6124.92,10,1504.8,7057.61,5192.24
URBANA STACKED HOUSE BLOCK-25,5610.59,10,1139.33,6316.76,4904.43
URBANA STACKED HOUSE BLOCK-12,6335.46,10,1565.45,7305.74,5365.19
Wadi Walk Z5.3,14299.77,10,1351.71,15137.57,13461.97
URBANA STACKED HOUSE BLOCK-27,5730.64,10,2080.72,7020.28,4440.99
SEBCO RESIDENCE,14084.56,10,2473.69,15617.78,12551.35
Emaar Square Bldg 1,18077.53,10,15001.49,27375.55,8779.5
URBANA III STACKED HOUSE BLOCK-22,6734.88,10,2385.36,8213.34,5256.42
Jinan,15742.82,10,984.66,16353.12,15132.53
URBANA STACKED HOUSE BLOCK-31,6791.6,10,1327.61,7614.46,5968.74
AB MANARA 25_05,12771.62,10,1682.07,13814.18,11729.07
National Bonds Residence,11676.24,10,258.25,11836.31,11516.18
URBANA STACKED HOUSE BLOCK-41,6608.82,10,1681.83,7651.23,5566.41
URBANA II STACKED HOUSE BLOCK-18,6050.14,10,1697.53,7102.28,4998.0
WORLD WIDE TOWER,18632.67,9,2829.06,20480.99,16784.35
I SUITES SMART RESIDENCE (O5),10417.55,9,4066.29,13074.2,7760.91
The Pulse Townhouses Cluster 34,4310.84,9,1555.45,5327.07,3294.62
SANALI BUSINESS TOWER,9099.3,9,3496.07,11383.4,6815.21
8WD,1532.61,9,2470.32,3146.55,-81.34
PLAZA BOUTIQUE - 14,9990.59,9,2585.07,11679.51,8301.68
The Pulse Townhouses Cluster 40,5078.56,9,1290.74,5921.85,4235.27
AB Manara 31_1,17690.23,9,1187.03,18465.76,16914.7
EDEN 1,6622.4,9,1225.94,7423.35,5821.46
URBANA STACKED HOUSE BLOCK-20,5574.4,9,626.73,5983.87,5164.93
Wadi Walk Z1.18,9179.57,9,1911.57,10428.46,7930.67
Wadi Walk Z1.27,9701.41,9,1525.96,10698.37,8704.46
URBANA III STACKED HOUSE BLOCK-20,6834.45,9,1223.85,7634.03,6034.86
C29,8746.25,9,4926.82,11965.11,5527.4
URBANA III STACKED HOUSE BLOCK-46,7760.67,9,2635.73,9482.69,6038.66
URBANA II STACKED HOUSE BLOCK-25,3727.67,9,2409.69,5301.99,2153.34
NAVITAS ( C )@AKOYA OXYGEN,13404.48,9,1301.58,14254.84,12554.11
ARABIAN CROWNE,13105.12,9,4782.25,16229.52,9980.72
Dunes Lilac,15848.84,9,7495.45,20745.87,10951.82
PALAZZO VENEZIA,8049.36,9,1201.81,8834.54,7264.18
URBANA STACKED HOUSE BLOCK-16,6246.37,9,1008.53,6905.28,5587.46
THE DUBAI CREEK RESIDENCES - SOUTH PODIUM,14251.11,9,3173.88,16324.71,12177.51
C63,10164.7,9,5671.99,13870.4,6459.0
URBANA STACKED HOUSE BLOCK-33,6174.45,9,1702.13,7286.51,5062.4
URBANA III STACKED HOUSE BLOCK-19,5419.2,8,2012.95,6814.11,4024.3
WAREHOUSE  D,3571.27,8,818.9,4138.74,3003.8
URBANA STACKED HOUSE BLOCK-11,6337.39,8,1629.06,7466.27,5208.51
URBANA STACKED HOUSE BLOCK-29,5068.57,8,1900.57,6385.6,3751.55
URBANA III STACKED HOUSE BLOCK-21,7019.35,8,2401.85,8683.74,5354.95
ROXANA RESIDENCE - B,5744.26,8,2665.36,7591.26,3897.26
URBANA III STACKED HOUSE BLOCK-18,6701.83,8,1345.08,7633.93,5769.74
URBANA III STACKED HOUSE BLOCK-10,6570.78,8,2056.15,7995.62,5145.94
I SUITES SMART RESIDENCE (O8),13846.3,8,8568.36,19783.88,7908.73
Al Andalus Building G,9403.21,8,0.3,9403.42,9403.0
URBANA II STACKED HOUSE BLOCK-39,7163.6,8,1318.99,8077.61,6249.58
URBANA II STACKED HOUSE BLOCK-37,6420.14,8,2369.06,8061.81,4778.47
URBANA II STACKED HOUSE BLOCK-27,7335.5,8,1394.93,8302.13,6368.86
URBANA STACKED HOUSE BLOCK-42,6475.66,8,1454.16,7483.34,5467.97
URBANA II STACKED HOUSE BLOCK-19,4879.89,8,2189.84,6397.37,3362.41
URBANA II STACKED HOUSE BLOCK-07,6982.37,8,1970.5,8347.86,5616.89
BD Grand Boulevard T1,51483.58,8,1875.43,52783.19,50183.97
WAREHOUSE  F,3492.8,8,53.59,3529.93,3455.66
ELLINGTON HOUSE II,21007.21,8,965.43,21676.22,20338.2
DEYAAR PARK A1,12355.71,8,851.42,12945.71,11765.71
EQUITI APARTMENTS,9410.71,8,1444.34,10411.59,8409.83
Dubai Marina Quays Villas2,15482.38,8,3391.46,17832.54,13132.22
Sun Point Dubai C,12303.07,8,3637.6,14823.8,9782.34
Creek Beach - Cedar Building 1,23609.66,8,1064.39,24347.24,22872.08
DURAR 1B,9820.62,8,2518.07,11565.55,8075.68
Creek Beach - Cedar Building 3,23040.18,8,1363.27,23984.88,22095.48
The Pulse Townhouses Cluster 3,6124.24,8,628.22,6559.58,5688.91
SAMAYA,11153.8,8,1029.48,11867.19,10440.4
DEYAAR PARK A3,14807.5,8,711.37,15300.45,14314.55
C57,11017.27,8,5405.88,14763.35,7271.18
THE ONYX HOTEL,5676.38,8,1379.47,6632.3,4720.45
MR. C RESIDENCES JUMEIRAH - BLOCK B2,65709.62,8,3980.26,68467.79,62951.44
PANGKOR LAUT LUXURY RESIDENCE  A,53879.44,8,25066.51,71249.65,36509.23
C44,10763.01,7,6800.67,15801.02,5725.0
URBANA STACKED HOUSE BLOCK-38,5780.7,7,1528.02,6912.68,4648.72
PLAZA BOUTIQUE - 16,8423.04,7,1965.11,9878.81,6967.26
Wadi Walk Z4.7,11094.56,7,1965.8,12550.84,9638.28
Sydney Tower,10291.09,7,1755.62,11591.67,8990.51
The Pulse Townhouses Cluster 10,5776.77,7,697.36,6293.38,5260.16
URBANA III STACKED HOUSE BLOCK-17,6880.4,7,1683.44,8127.51,5633.29
URBANA II STACKED HOUSE BLOCK-28,7245.85,7,1257.6,8177.5,6314.2
URBANA II STACKED HOUSE BLOCK-29,7540.35,7,1321.14,8519.07,6561.64
DURAR 1A,7823.36,7,1708.7,9089.18,6557.54
URBANA STACKED HOUSE BLOCK-19,5786.81,7,1461.0,6869.14,4704.48
PARK AVENUE 2,7572.31,7,864.13,8212.47,6932.16
URBANA II STACKED HOUSE BLOCK-16,6864.97,7,1431.93,7925.75,5804.18
