building_name_en,mean,count,std,ci95_hi,ci95_lo
GOLDEN MILE 7,9991.9,202,3478.36,10471.58,9512.22
GOLDEN MILE 8,9846.62,202,2988.51,10258.75,9434.49
AL KHAIL HEIGHTS 8A-8B,7648.42,202,1501.45,7855.48,7441.36
J ONE - 1,18177.97,202,5776.95,18974.64,17381.3
Palace Residences - North,22325.73,201,2397.24,22657.14,21994.31
GOLDEN MILE 2,9307.11,201,3491.04,9789.74,8824.48
U01,6136.01,201,1922.34,6401.77,5870.25
GOLDEN MILE 5,10172.11,201,3128.25,10604.59,9739.64
Hayat Boulevard-2A,9086.7,201,2515.18,9434.42,8738.98
PERSHING LUXURY BEACH RESIDENCE,23238.21,201,449.88,23300.4,23176.01
Lincoln Park B,10861.18,201,2897.9,11261.81,10460.56
EXECUTIVE RESIDENCES,16828.41,201,2759.74,17209.94,16446.88
X23,6258.17,201,1515.16,6467.64,6048.71
Beach Isle Tower 2,27830.93,201,4656.08,28474.62,27187.24
AL NABAT B8,11825.53,200,4934.58,12509.43,11141.63
SOL BAY,13937.2,200,3036.18,14357.99,13516.41
Opalz By Danube - Tower 2,13593.97,200,1344.99,13780.37,13407.56
Lime Gardens,20170.75,200,2021.31,20450.89,19890.61
Elite Residences 7,9695.27,200,3594.75,10193.47,9197.06
GLITZ RESIDENCE 3 -TOWER 2,9419.48,200,2690.11,9792.31,9046.65
TENORA,12543.02,200,4016.64,13099.69,11986.34
AL THAMAM 26,8367.2,200,2115.53,8660.4,8074.0
TUSCAN RESIDENCES1 -Siena 1,9151.06,199,2571.58,9508.36,8793.76
BALTIC,15216.24,199,3933.79,15762.8,14669.67
Palace Beach Residence Tower 1,26822.7,199,3138.94,27258.83,26386.58
GLITZ RESIDENCE 2,9439.38,199,2850.96,9835.49,9043.26
TERRACE APARTMENT 1,5630.8,199,2043.03,5914.66,5346.94
CAPPADOCIA,5877.88,198,2491.53,6224.92,5530.83
MADA Residences Tower,15791.83,198,3644.51,16299.48,15284.18
MED 81,6789.67,198,2725.42,7169.3,6410.05
Mazaya 10 - B,6731.88,198,1295.24,6912.29,6551.46
ROYAL RESIDENCES,7246.23,198,1559.49,7463.45,7029.01
DAMAC CITY TOWER B,25260.9,198,3286.37,25718.67,24803.14
AVANTI TOWER,16768.07,197,4159.38,17348.91,16187.24
THE DUBAI CREEK RESIDENCES - NORTH TOWER 1,14869.76,197,4236.06,15461.3,14278.22
THE NOOK 1-1,12051.18,197,995.64,12190.21,11912.14
ATLANTIC,15128.43,197,4444.69,15749.1,14507.75
Town Square Zahra 2B,8216.96,197,1831.33,8472.69,7961.22
Metro Central,33022.89,197,14361.16,35028.35,31017.44
BURJ PACIFIC,8436.81,197,5668.1,9228.32,7645.29
TOWN SQUARE SAFI 1A,8115.11,197,1996.99,8393.98,7836.25
LAYA RESIDENCES,8186.44,197,1823.3,8441.05,7931.83
Genesis,9012.97,196,1858.41,9273.15,8752.79
MED 64,8596.42,196,2189.19,8902.91,8289.93
The K Suites,28673.73,196,10991.75,30212.58,27134.89
GOLDEN MILE 6,10290.18,196,2703.76,10668.71,9911.66
KNIGHTSBRIDGE COURT,8352.27,195,2479.43,8700.28,8004.27
IMPERIAL RESIDENCE PODIUM,11010.2,195,3707.83,11530.63,10489.78
Avant,12715.3,195,4178.56,13301.8,12128.81
GLITZ RESIDENCE 1,8781.6,195,2932.54,9193.21,8369.99
THE DUBAI CREEK RESIDENCES - SOUTH TOWER 1,14486.34,195,4189.02,15074.3,13898.38
AZIZI DAISY,8577.2,194,1781.28,8827.86,8326.54
Binghatti Gateway,8220.43,194,1372.23,8413.53,8027.33
OASIS HIGH PARK,8098.47,194,2434.92,8441.11,7755.83
DANIA 2,10398.41,194,2271.55,10718.07,10078.76
ELYSEE lll BY PANTHEON,12638.77,194,1417.57,12838.25,12439.29
GOLDEN MILE 4,9608.65,194,2387.23,9944.58,9272.72
Azizi Riviera 13,15589.06,194,4605.35,16237.12,14941.0
Golf Heights,21728.78,194,2689.93,22107.31,21350.26
Marina Quay East,13899.97,194,5300.47,14645.85,13154.09
S04,5135.79,193,1448.18,5340.1,4931.47
INTERNATIONAL BUSINESS TOWER,10222.55,193,3084.51,10657.73,9787.38
BAHWAN TOWER,12051.94,193,2592.61,12417.72,11686.17
EMIRATES CROWN  R,5261.61,193,4138.32,5845.46,4677.76
Residences_E3,19031.65,193,8828.21,20277.17,17786.13
SOUTHERN,17126.41,193,5437.23,17893.51,16359.3
GLOBAL GREEN VIEW,6807.38,192,1862.71,7070.86,6543.89
SUBURBIA A,10003.43,192,3225.45,10459.67,9547.19
Green Park,8760.05,192,2968.91,9180.0,8340.09
Y20,6284.83,191,1957.97,6562.51,6007.15
Golf Suites,16768.61,191,2005.77,17053.07,16484.15
Emirates Gardens 1-L1,9365.89,190,4000.26,9934.7,8797.08
X15,6113.69,190,1307.69,6299.63,5927.74
Emirates Garden II - Maple 2,8812.01,190,2029.04,9100.53,8523.5
Vida B - The Hills,19460.12,190,3898.15,20014.41,18905.82
Creek Rise Tower 2,17595.82,190,3577.0,18104.45,17087.2
KENSINGTON ROYALE,9773.69,190,2001.35,10058.27,9489.11
The K Hotel,11885.7,190,24863.46,15421.12,8350.28
AL KHAIL HEIGHTS 11A-11B,5774.35,189,1792.62,6029.92,5518.78
GLITZ RESIDENCE 3 -TOWER 1,10420.58,189,2201.77,10734.49,10106.68
NEWBRIDGE HILL 1,7201.68,189,1325.06,7390.59,7012.77
Alexis Tower,11520.98,189,2915.44,11936.63,11105.33
MOG 204,7207.86,188,1960.2,7488.07,6927.65
AL KHAIL HEIGHTS 2A-2B,6734.79,188,2413.88,7079.85,6389.73
SOBHA HARTLAND GREENS - PHASE III - 1,16047.67,188,1829.08,16309.13,15786.21
MED 41,7361.6,188,1777.61,7615.71,7107.5
Emirates Garden II - Mulberry 1 ,8433.07,188,2175.34,8744.03,8122.11
SILICON GATE 2,10188.16,187,2353.46,10525.47,9850.84
West Wharf,14830.28,187,4635.88,15494.74,14165.82
VIDA Residences at Creek Beach,20868.53,187,2716.9,21257.94,20479.12
MED 92,8009.33,187,2611.64,8383.65,7635.0
SANDOVAL GARDEN APARTMENTS 1,7911.89,187,2546.87,8276.94,7546.85
PARK GATE RESIDENCES 3,13170.91,187,3241.71,13635.54,12706.28
S09,5966.55,186,1469.68,6177.76,5755.34
CENTRIUM TOWER 3,8341.11,186,2103.54,8643.42,8038.8
TOWN SQUARE ZAHRA BREEZE 3B,8943.72,186,2321.55,9277.36,8610.08
DAMAC HILLS - ARTESIA TOWER D,13841.42,186,2471.18,14196.56,13486.27
DANIA 3,10559.63,186,2356.09,10898.23,10221.02
PALM VIEWS WEST,20123.94,186,3996.84,20698.34,19549.54
Murjan 3,13721.53,186,4554.21,14376.03,13067.02
RUFI GARDENS,7342.94,186,1732.43,7591.92,7093.97
TOWN SQUARE ZAHRA BREEZE 3A,8785.87,186,2466.81,9140.39,8431.36
GOLF VIEW RESIDENCE,8835.6,186,2976.16,9263.31,8407.88
Aquarius Gate Business,25841.75,185,2736.39,26236.07,25447.43
CHAPAL THE DESTINY A,8520.77,185,1531.95,8741.52,8300.01
SHERENA RESIDENCE ,7815.01,185,1458.62,8025.2,7604.82
Beverly Residence,9823.2,185,1915.05,10099.16,9547.24
THE MEDALIST,9945.38,184,2616.28,10323.41,9567.34
Elvira 2,22640.23,184,1344.76,22834.54,22445.92
CARIBBEAN,16023.06,184,5267.51,16784.17,15261.94
THE STERLING EAST HOUSE,19539.49,184,5238.68,20296.44,18782.54
CORPORATE BAY,13081.43,184,2390.05,13426.78,12736.09
THE ONE JBR,33729.87,183,8322.51,34935.7,32524.05
CHAMPIONS TOWER 4,11221.5,183,2633.4,11603.04,10839.95
SOBHA IVORY 2,10648.89,183,4947.82,11365.77,9932.01
TUSCAN RESIDENCES1-FLORENCE 2,8558.0,183,2537.74,8925.69,8190.32
Executive Bay-B,12505.45,183,8784.6,13778.23,11232.67
INDIGO TOWER,6109.56,183,2201.26,6428.5,5790.63
Beachgate by Address,43803.85,182,3717.41,44343.93,43263.77
Bay Square - 08,25027.42,182,15483.32,27276.92,22777.93
NORTON COURT 1,7436.37,182,1836.9,7703.25,7169.5
SHAKESPEARE SIRCUS 3,7368.37,182,1621.59,7603.96,7132.77
AXIS RESIDENCES 4,8794.1,181,4661.52,9473.22,8114.99
Al Andalus Building B,8380.01,181,1417.37,8586.5,8173.52
T02,5923.27,181,1874.25,6196.32,5650.22
MBL Royal,17190.55,181,2055.96,17490.07,16891.03
Al Andalus Building C,8500.91,181,2119.94,8809.76,8192.07
TUSCAN RESIDENCES 1 - FLORENCE 1,8382.71,181,2682.16,8773.47,7991.96
PRIME BUSINESS CENTER B,7106.5,181,2024.68,7401.47,6811.53
FERRETTI LUXURY BEACH RESIDENCE A,23315.01,180,2252.78,23644.12,22985.9
Lincoln Park-North Side,10073.22,180,2455.43,10431.93,9714.51
THE WAVES B,10247.8,180,5632.23,11070.61,9424.99
Al Fattan Marine Towers,12149.77,180,2678.24,12541.03,11758.51
Town Square Jenna 1,8870.44,180,2397.68,9220.72,8520.17
VINCITORE BENESSERE 2,14160.56,179,1098.24,14321.45,13999.67
LA VISTA 3,8050.49,179,1614.26,8286.97,7814.0
UNIVERSITY VIEW - A,6976.34,179,2055.84,7277.51,6675.16
DICKENS CIRCUS 2,8401.96,179,1812.94,8667.55,8136.37
Signature Livings - North,10345.34,178,2616.11,10729.67,9961.01
AL THAMAM 1,9389.66,178,4445.56,10042.75,8736.57
KAMOON 1,16641.61,178,5498.36,17449.37,15833.86
Hayat Boulevard-1A,8915.05,178,2646.51,9303.85,8526.26
AXIS RESIDENCES 3,7490.49,178,3259.52,7969.34,7011.64
MICHAEL SCHUMACHER,24749.23,177,9620.22,26166.5,23331.95
ELEGANCE TOWER,27748.28,177,2008.39,28044.16,27452.4
G R TRAVO A,10183.18,177,3460.63,10693.01,9673.35
AL THAMAM 20,8134.36,176,2009.76,8431.28,7837.43
Citywalk Residential Building 14,15117.22,176,3652.39,15656.82,14577.61
HDS SUNSTAR 2,5592.52,176,1766.64,5853.53,5331.52
AFNAN 4,10341.37,176,2184.24,10664.07,10018.67
C14,6324.74,176,2015.44,6622.5,6026.98
Parkviews,10285.83,176,1610.26,10523.73,10047.93
Y12,5905.69,176,1426.8,6116.49,5694.9
U09,6114.07,176,4346.91,6756.28,5471.85
MED 69,8148.37,176,2007.45,8444.95,7851.79
SOBHA IVORY 1,10767.0,175,4494.08,11432.85,10101.15
DANIA 4,9090.47,175,2126.1,9405.48,8775.47
DAMAC HILLS - ARTESIA TOWER B,14288.18,175,2999.92,14732.65,13843.7
BELVEDERE,7768.4,175,2881.08,8195.27,7341.53
MULBERRY at PARK HEIGHTS Building B1,12305.65,175,3131.01,12769.54,11841.75
MED 62,7239.61,175,1659.47,7485.48,6993.74
Signature Livings - South,10308.18,175,2501.77,10678.85,9937.51
MED 53,7597.18,175,1666.85,7844.15,7350.22
H03,5694.84,174,4088.54,6302.35,5087.33
SAFEER TOWER 2,12338.67,174,5742.35,13191.91,11485.43
TUSCAN RESIDENCES1- Siena 2,9852.26,174,3114.06,10314.97,9389.55
S08,5571.09,174,1403.38,5779.61,5362.56
MED 59,8773.18,174,1984.88,9068.1,8478.25
AFNAN 5,9234.26,174,1944.49,9523.19,8945.34
Bay Square - 03,10649.88,174,3130.95,11115.09,10184.66
AL THAMAM 47,8580.3,174,2270.42,8917.66,8242.95
Bay Square - 12,10093.05,174,2650.87,10486.94,9699.17
Azizi Yasamine,8597.9,174,1873.41,8876.26,8319.53
SUBURBIA Podium,9297.49,174,2902.24,9728.72,8866.25
ACACIA AT PARK HEIGHTS BUILDING C,13439.5,173,3249.12,13923.67,12955.33
AL KHAIL HEIGHTS 1A-1B,5853.18,173,2094.44,6165.28,5541.07
GEMZ by Danube,11863.49,173,1016.69,12014.99,11711.99
AL THAMAM 13,8725.61,173,2260.03,9062.39,8388.83
Y15,6626.77,173,1822.5,6898.35,6355.19
EMPIRE HEIGHTS A,8839.19,172,3532.29,9367.09,8311.3
Bay Square - 01,12648.65,172,7985.59,13842.09,11455.22
Jumeirah Business Center 3,9699.46,172,110.56,9715.98,9682.94
MED 79,7202.56,172,2476.03,7572.6,6832.53
MED 74,7691.4,172,1676.06,7941.88,7440.91
VIRIDIS D,10003.16,172,2235.83,10337.3,9669.02
TOWN SQUARE SAFI 2A,8201.24,171,1750.97,8463.68,7938.8
YANSOON 5,16706.59,171,5256.7,17494.5,15918.69
The Light 1,8703.29,171,4689.76,9406.21,8000.36
LYNX RESIDENCE,7606.37,171,1614.57,7848.37,7364.37
Elitz By Danube - 1,14489.96,171,1292.12,14683.63,14296.29
GERMAN SPORTS TOWER 2,12902.05,171,4823.64,13625.04,12179.06
WATERFRONT,7899.61,171,2645.61,8296.15,7503.07
The Diamond,11567.94,171,3918.16,12155.21,10980.66
S02,5774.45,170,1451.56,5992.66,5556.25
MOG 202,9636.01,170,4717.02,10345.09,8926.92
Sobha Creek Vistas Grande,19480.31,170,259.71,19519.36,19441.27
ACACIA AT PARK HEIGHTS BUILDING A,13042.96,170,3463.2,13563.57,12522.36
MED 91,7586.42,170,1820.04,7860.01,7312.82
SHAMAL RESIDENCES 2,9388.02,169,2146.25,9711.61,9064.43
DICKENS CIRCUS 3,8137.7,169,1939.55,8430.12,7845.27
LIV MARINA,25716.02,169,3955.46,26312.39,25119.66
GRAND CENTRAL,25186.44,169,8686.47,26496.09,23876.78
Creek Crescent,20585.92,169,2199.52,20917.54,20254.31
BEACH MANSION - TOWER 2,28597.79,169,3309.52,29096.76,28098.82
PRIME BUSINESS CENTER A,6624.47,169,1975.74,6922.35,6326.59
NORTON COURT 3,7448.84,168,1992.57,7750.15,7147.53
MED 80,7855.98,168,1558.11,8091.59,7620.37
MAZAYA 25,7266.25,168,1147.9,7439.83,7092.67
MED 73,7427.36,168,1951.03,7722.39,7132.33
AFNAN 1,9906.58,167,1757.78,10173.18,9639.97
MONTROSE RESIDENCE B,10732.83,167,2819.16,11160.41,10305.25
MARINA VIEW,7322.99,167,2965.74,7772.8,6873.18
La Vista 1,8424.58,167,1438.07,8642.69,8206.47
Aquarius Gate Residence,20408.13,166,1046.6,20567.35,20248.92
TERRACE APARTMENT 2,5751.27,166,1992.24,6054.35,5448.2
X11,6903.12,166,1939.14,7198.12,6608.13
Emirates Garden II - Maple 1,8705.58,166,2397.44,9070.29,8340.87
MED 106,7327.61,166,1455.78,7549.07,7106.15
MULBERRY II at PARK HEIGHTS Building B1,12250.23,166,3323.01,12755.75,11744.72
AXIS RESIDENCES 5,6804.02,165,2301.4,7155.19,6452.86
DIVINE RESIDENCES,8756.03,165,1294.33,8953.52,8558.53
Sapphire Residence,8661.18,165,2593.14,9056.85,8265.5
Azizi.Iris,8496.32,165,1712.83,8757.68,8234.97
AL RAMTH 59,10269.3,165,2117.85,10592.46,9946.15
GOLDEN MILE 10,9765.34,165,2538.38,10152.66,9378.02
Bluewaters Bay - Building 2,37474.07,164,2443.9,37848.11,37100.03
MED 61,7417.34,164,1525.61,7650.84,7183.85
LAYA Mansion,10264.79,164,1791.33,10538.96,9990.63
AL THAMAM 6,12038.26,163,21220.06,15295.94,8780.57
THE DUBAI CREEK RESIDENCES - NORTH TOWER 2,15052.22,163,3478.52,15586.24,14518.2
CLEOPATRA TOWER,6484.11,163,1871.39,6771.41,6196.82
BOTANICA,8978.77,163,1932.91,9275.51,8682.03
Y23,6517.07,163,1899.8,6808.73,6225.42
UNIVERSITY VIEW  C,6628.31,163,1264.05,6822.36,6434.25
ORRA HARBOUR TOWER 1,166586.3,163,185708.14,195096.03,138076.56
SYANN PARK 1,7431.96,163,1675.59,7689.2,7174.73
Bay Square - 02,11552.74,162,2849.95,11991.61,11113.87
T04,5503.11,162,1443.6,5725.41,5280.81
Samana Golf Avenue,12170.61,162,3670.35,12735.81,11605.4
NOORA RESIDENCE,8732.28,162,3694.04,9301.13,8163.43
VINCITORE PALACIO,10769.82,161,2589.65,11169.84,10369.8
Binghatti Luna,8658.96,161,1274.05,8855.76,8462.16
MARCO POLO,7458.14,161,2039.27,7773.14,7143.13
The Jewels T2,9220.94,161,2727.54,9642.26,8799.61
Z03,6722.02,161,2319.97,7080.38,6363.65
Madinat Jumeirah Living Rahaal 2,19235.65,161,4586.79,19944.17,18527.13
REEHAN 1,17277.85,161,6366.67,18261.3,16294.39
Laurel,23873.91,160,3100.67,24354.36,23393.45
Dubai Pearl South Tower,28004.3,160,10074.3,29565.33,26443.27
SEVANAM CROWN,8203.5,160,2847.08,8644.66,7762.34
DUBAI WHARF TOWER 3,12621.76,160,3870.05,13221.43,12022.09
QASR SABAH 3,12539.95,160,3864.87,13138.82,11941.08
Orra The Embankment - Tower 1,12263.07,160,7420.59,13412.9,11113.23
Three Towers C-3,6778.84,159,2086.96,7103.23,6454.44
AL THAMAM 24,8355.04,159,2045.62,8673.01,8037.07
Al Andalus Building A,8404.55,159,1773.02,8680.15,8128.96
AXIS RESIDENCES 8,8726.54,159,3434.59,9260.4,8192.67
THE BAY,12889.26,159,2446.43,13269.53,12509.0
Samana Hills,12091.51,159,2147.43,12425.3,11757.72
MED 71,7695.42,159,3577.79,8251.55,7139.3
CRYSTAL TOWER,11446.56,159,5842.11,12354.65,10538.47
Spanish,7924.07,159,2774.51,8355.33,7492.81
ICE006,7143.2,159,2016.95,7456.71,6829.69
RUKAN RESIDENCE - BUILDING 2,7795.21,159,1799.32,8074.89,7515.53
Azizi.Orchid,8685.08,159,1784.88,8962.52,8407.64
MARINA PEARL,10226.31,159,4371.55,10905.82,9546.81
Binghatti Mirage,8025.17,159,1036.68,8186.31,7864.03
GARDEN HEIGHTS,12987.06,158,630.1,13085.31,12888.81
Maimoon Gardens Tower A,14929.17,158,613.78,15024.87,14833.46
ALNAKHEEL 3,8588.41,158,3518.12,9136.99,8039.83
Trafalgar Executive,7846.34,158,2188.28,8187.56,7505.13
NAVITAS TOWER A,10291.83,157,2785.56,10727.56,9856.1
AL THAMAM 49,8544.23,157,2155.64,8881.43,8207.03
ALNAKHEEL 4,8626.5,157,3562.68,9183.8,8069.21
PALM VIEWS EAST,20444.76,157,3720.45,21026.73,19862.78
Mazaya 12,6632.98,157,1713.85,6901.07,6364.89
MED 54,14609.44,157,4937.68,15381.82,13837.06
NIKI LAUDA A,16467.81,157,1680.17,16730.63,16204.99
S01,5183.17,157,3468.28,5725.69,4640.64
Q05,6305.04,156,2044.48,6625.87,5984.21
MADISON ASTOR,10296.52,156,2698.81,10720.03,9873.0
La Riviera Apartments,8646.02,156,1647.14,8904.5,8387.54
REGENT HOUSE 1,8602.88,156,1880.01,8897.9,8307.86
VISION TOWER - 1,13115.8,156,4569.81,13832.92,12398.68
THE DUBAI CREEK RESIDENCES - SOUTH TOWER 2,14320.61,155,4491.85,15027.77,13613.46
G-24,8652.65,155,1713.3,8922.37,8382.92
U10,5120.35,155,1265.01,5319.51,4921.2
Niloofar Tower,11913.66,155,4208.22,12576.17,11251.16
MED 65,11158.75,155,9376.3,12634.87,9682.63
Castleton,23575.66,155,2725.05,24004.67,23146.66
IC1-EMR-17,7506.63,155,1235.59,7701.15,7312.11
MIRDIF TULIP,13619.65,154,5268.13,14451.7,12787.59
X12,6686.81,154,2112.42,7020.45,6353.18
CONTROL TOWER,7197.58,154,3429.53,7739.24,6655.91
Elitz By Danube - 2,14494.87,154,1189.95,14682.81,14306.92
Azizi Riviera 4,16593.55,154,4862.07,17361.47,15825.63
QASR SABAH 2,12918.38,154,4964.77,13702.52,12134.24
Park Field Tower 2,20049.97,154,1534.96,20292.41,19807.54
AXIS RESIDENCES 6,7635.34,153,1946.56,7943.79,7326.9
K08,5387.79,153,1798.28,5672.74,5102.84
AL THAMAM 8,9157.44,153,2619.04,9572.44,8742.43
RITAJ E,6871.41,153,1905.97,7173.42,6569.39
Citywalk Residential Building 10,16195.03,153,3101.11,16686.42,15703.64
AL RAMTH 53,10428.27,152,2322.48,10797.49,10059.05
PLATINUM RESIDENCE 1,8547.31,152,1802.3,8833.83,8260.79
I14,6122.65,152,1183.14,6310.74,5934.56
Mudon Views 4,12148.29,152,1888.77,12448.56,11848.02
MED 90,7100.43,152,1641.37,7361.37,6839.49
U12,5233.83,152,1519.37,5475.38,4992.29
IC1-EMR-10,8123.88,152,2013.83,8444.03,7803.73
DREAM HARBOUR,22389.72,152,4840.56,23159.26,21620.18
Fakhruddin Hotel Apartments,17781.33,152,6400.87,18798.92,16763.74
MED 60,7461.66,152,1389.46,7682.55,7240.77
S10,5244.57,152,1471.45,5478.5,5010.65
Moon Tower,10819.92,151,2889.36,11280.78,10359.06
THE IMPERIAL,9515.97,151,2284.64,9880.38,9151.57
P20,5994.72,151,1591.36,6248.54,5740.89
AL THAMAM 53,7957.01,151,1903.28,8260.59,7653.43
Y18,6526.18,151,1649.98,6789.35,6263.0
RITAJ  F,7408.37,151,6535.78,8450.84,6365.9
MED 49,8198.64,151,1933.24,8507.0,7890.28
PORTOFINO,31174.54,151,6096.13,32146.89,30202.19
RELIANCE 7,15623.06,150,1503.99,15863.74,15382.37
MED 39,7287.65,150,1627.97,7548.18,7027.12
Westwood By Imtiaz,12064.91,150,1342.58,12279.76,11850.05
PRIME VIEWS,12439.82,150,1885.27,12741.52,12138.11
CAYAN CANTARA - RA,11255.73,150,840.47,11390.23,11121.23
THE IVY,11449.94,149,1054.53,11619.27,11280.62
I15,6058.68,149,1063.01,6229.37,5887.99
SHERLOCK CIRCUS 1,7843.06,149,1870.55,8143.41,7542.7
VIRIDIS C,9573.67,149,1968.95,9889.83,9257.52
Tennis Tower,6830.99,149,2671.38,7259.93,6402.05
MED 72,7473.95,149,1551.11,7723.01,7224.89
ARABIAN T,9893.22,148,2092.48,10230.34,9556.09
AL THAMAM 30,8056.12,148,2075.71,8390.54,7721.7
REEHAN 7,16857.53,148,6350.25,17880.62,15834.43
MULBERRY at PARK HEIGHTS Building A2,12063.2,148,3557.28,12636.32,11490.08
MED 101,10069.98,148,2921.68,10540.7,9599.27
Oxford 212,11102.25,148,2240.6,11463.24,10741.27
RUFI WATER FRONT RESIDENCY,10692.87,148,13495.6,12867.16,8518.58
AZURE,8200.21,147,3106.45,8702.39,7698.03
Hyati Residences Apartment Building,8874.87,147,1824.98,9169.9,8579.85
AL THAMAM 28,8057.87,147,2203.91,8414.15,7701.59
IC1-EMR-06,8118.95,147,1859.65,8419.57,7818.32
CHAMPIONS TOWER 1,9067.69,147,2309.26,9441.01,8694.38
LE PRESIDIUM TOWER 1,8110.76,147,1482.93,8350.49,7871.04
Binghatti Rose,8208.17,147,1001.59,8370.09,8046.26
Trafalgar Central,8202.74,147,2333.66,8579.99,7825.49
MED 78,10396.82,147,3075.35,10893.97,9899.66
MED 85,8087.17,147,1879.59,8391.02,7783.32
Y4,6240.48,147,1649.27,6507.1,5973.86
MED 89,7389.19,146,1522.19,7636.11,7142.28
VILLA PERA,7413.89,146,3057.24,7909.81,6917.97
VICTORIA RESIDENCY,7420.11,146,2059.75,7754.23,7086.0
REGENT HOUSE 2,8660.97,146,1751.72,8945.12,8376.83
AL RAMTH 28,8924.24,146,3068.88,9422.04,8426.43
AL JAWZAA- B,7461.36,146,1734.03,7742.64,7180.08
SERENIA RESIDENCES BUILDING A,23384.56,146,6673.21,24467.03,22302.1
MED 45,7266.53,146,1595.32,7525.31,7007.75
T05,5767.61,145,1855.87,6069.69,5465.53
IC1-EMR-09,8648.07,145,1948.08,8965.16,8330.98
AL FOUAD,7222.4,145,1979.53,7544.61,6900.2
MOG 194,8261.28,145,2376.18,8648.04,7874.51
AL THAMAM 7,7568.28,145,2596.47,7990.91,7145.66
I7,6379.45,144,1586.02,6638.5,6120.4
AL JAWZAA- A,7360.0,144,1586.3,7619.09,7100.9
The Pulse Boulevard Apartments (C2),7647.09,144,961.21,7804.09,7490.09
Town Square Warda 2,8369.49,143,2517.3,8782.09,7956.9
"Mohammed Bin Rashid Al Maktoum City-District One, Phase III, Residences 12",18235.42,143,1087.15,18413.61,18057.24
MED 88,11007.97,143,3882.57,11644.34,10371.6
MED 76,9182.03,143,1536.4,9433.85,8930.21
La Fontana Di Trevi,7785.83,143,2583.67,8209.3,7362.36
AL THAMAM 41,8453.08,143,2140.91,8803.98,8102.18
MED 105,7362.47,143,1316.89,7578.31,7146.63
Azizi Riviera 3,15519.05,143,3616.34,16111.78,14926.32
Bluewaters Residences 3,25299.84,143,9669.9,26884.77,23714.91
Central Park - Building 1,17324.49,143,2019.09,17655.43,16993.56
Vezul Residence,11204.67,143,2571.84,11626.21,10783.14
MONTROSE RESIDENCE A,11031.82,143,2707.03,11475.51,10588.13
AL THAMAM 10,8722.61,143,2103.94,9067.45,8377.76
WIDCOMBE HOUSE 2,7216.35,142,1702.23,7496.33,6936.37
AZIZI FREESIA,8632.21,142,1776.53,8924.41,8340.01
PARK AVENUE,6161.76,142,1837.78,6464.03,5859.48
IC1-EMR-12,7495.55,142,1489.84,7740.6,7250.5
THE RESIDENCES II - TOWER 2,17311.65,142,5947.1,18289.82,16333.47
Park Point Building C,12735.35,142,2902.75,13212.8,12257.91
ALJAZ 1,8312.13,142,3074.37,8817.81,7806.46
LE PRESIDIUM TOWER 2,7416.32,142,1887.01,7726.69,7105.94
P08,5744.7,142,1508.7,5992.85,5496.55
"AL RAMTH 3,",6834.77,142,3365.11,7388.26,6281.27
Town Square Warda 1,9759.43,141,2058.4,10099.2,9419.67
N11,6367.6,141,1900.11,6681.23,6053.96
U11,5170.34,141,1417.64,5404.34,4936.34
PANORAMIC,12058.66,141,4190.03,12750.28,11367.05
MED 103,7963.03,141,2065.41,8303.95,7622.11
K13,5293.0,141,1408.64,5525.51,5060.48
QUEEN SHEBA,9532.97,141,2461.92,9939.33,9126.6
GRAND HORIZON 1,9262.85,141,1805.43,9560.86,8964.84
MENA TOWER,42422.42,141,2601.27,42851.79,41993.05
BENNETT HOUSE 1,7335.2,141,1842.81,7639.38,7031.02
CINDERELLA,8825.5,140,4455.14,9563.49,8087.5
Bay Square - 09,13008.95,140,112.16,13027.53,12990.37
SCHON RESIDENCES,19444.21,140,6815.36,20573.18,18315.24
K01,6385.42,140,1735.08,6672.83,6098.0
AL THAMAM 18,8398.33,140,1902.11,8713.42,8083.25
DANA 1,6190.71,140,1441.54,6429.5,5951.92
VILLA MYRA,7641.25,140,3146.34,8162.44,7120.06
Mazaya 5,7923.85,140,1389.77,8154.07,7693.64
Residences_E1,19826.91,140,9811.78,21452.24,18201.59
X04,6377.45,140,1888.26,6690.24,6064.66
Y03,6530.21,139,1740.81,6819.61,6240.81
IC1-EMR-18,8397.7,139,2308.48,8781.48,8013.93
MED 42,11486.35,139,3512.06,12070.21,10902.49
MOG 198,7033.13,139,2344.93,7422.97,6643.3
MAZAYA 6,8108.25,139,8405.46,9505.62,6710.89
PHOENIX TOWER,7292.41,139,1109.45,7476.85,7107.97
S12,5844.39,139,1487.99,6091.76,5597.02
P15,5918.17,138,1904.33,6235.9,5600.44
Q02,5977.18,138,1603.34,6244.69,5709.67
Park Horizon - Tower 2,20507.66,138,1799.63,20807.93,20207.4
MED 100,6719.47,138,1527.04,6974.25,6464.69
The Jewels T1,9390.47,138,2628.3,9828.99,8951.95
Binghatti Nova,9805.48,138,1076.86,9985.15,9625.81
Fern,25470.25,138,3324.45,26024.92,24915.58
T03,5013.77,138,1122.92,5201.12,4826.41
WILTON TERRACES II,13829.32,138,1621.92,14099.93,13558.71
AZIZI MINA,23258.91,138,5882.81,24240.43,22277.38
AL RAMTH 35,9215.09,138,2876.25,9694.98,8735.2
AL THAMAM 63,8174.16,138,2134.38,8530.28,7818.05
ASTORIA RESIDENCE,6629.78,138,2087.69,6978.1,6281.46
